season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,8,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,6,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,7,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,5,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,3,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,18,WC,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,21,SB,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,17,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,4,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2004,NE,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,235,,00-0000007,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,2,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
