season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,14,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,5,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,13,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,2,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,16,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,6,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,12,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,15,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,9,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,11,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,10,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,4,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,1,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,3,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,17,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,8,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,CHI,RB,,27,ACT,Rabih Abdullah,Rabih,Abdullah,1975-04-27,72,220,,00-0000007,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5s9srq092solu73m9v5",,7,REG,A01,Rabih,ABD675101,,32004142-4467-5101-8326-4b71f9f0a7b7,1998,1998,,
2002,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,5,REG,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
2002,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,8,REG,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
2002,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,14,REG,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
2002,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,10,REG,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
2002,NYJ,CB,,29,ACT,Donnie Abraham,Nathaniel,Abraham,1973-10-08,70,192,,00-0000017,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kfyq9ztqmw3snrsqogv5",,6,REG,A01,Donnie,ABR073258,,32004142-5207-3258-ebd3-814f82d39c58,1996,1996,TB,71
