season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,4,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,2,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,5,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,1,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,6,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,DAL,T,,76,RES,Flozell Adams,Flozell,Adams,1975-05-18,79,335,,00-0000045,,,,,,,,,7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tvzbhead7hjhqpcbilgc",,3,REG,A01,Flozell,ADA280969,,32004144-4128-0969-9390-de3ae33872eb,1998,1998,DAL,38
2005,BUF,DT,,95,ACT,Sam Adams,Sam,Adams,1973-06-13,76,335,,00-0000065,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",,7,REG,A01,Sam,ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,1994,1994,SEA,8
2005,BUF,DT,,95,ACT,Sam Adams,Sam,Adams,1973-06-13,76,335,,00-0000065,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",,17,REG,A01,Sam,ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,1994,1994,SEA,8
2005,BUF,DT,,95,ACT,Sam Adams,Sam,Adams,1973-06-13,76,335,,00-0000065,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",,6,REG,A01,Sam,ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,1994,1994,SEA,8
2005,BUF,DT,,95,ACT,Sam Adams,Sam,Adams,1973-06-13,76,335,,00-0000065,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",,16,REG,A01,Sam,ADA571656,,32004144-4157-1656-c9b5-9681a9711d63,1994,1994,SEA,8
