year,week,player,pos,pred,actual,error,abs_error
2025,8,Woody Marks,RB,9.7,15.100000381469727,-5.400000381469727,5.400000381469727
2025,10,Woody Marks,RB,10.7,16.100000381469727,-5.400000381469727,5.400000381469727
2025,5,Mark Andrews,TE,9.6,4.199999809265137,5.400000190734863,5.400000190734863
2025,15,Rachaad White,RB,9.0,3.5999999046325684,5.400000095367432,5.400000095367432
2024,4,Jaylen Waddle,WR,13.0,7.599999904632568,5.400000095367432,5.400000095367432
2025,14,Zach Ertz,TE,7.5,2.0999999046325684,5.400000095367432,5.400000095367432
2024,16,Christian Watson,WR,7.7,2.299999952316284,5.400000047683716,5.400000047683716
2025,15,Mark Andrews,TE,9.2,3.799999952316284,5.400000047683715,5.400000047683715
2025,11,Tyler Higbee,TE,8.7,3.299999952316284,5.400000047683715,5.400000047683715
2024,14,Calvin Austin III,WR,6.8,1.399999976158142,5.400000023841858,5.400000023841858
2023,6,Noah Fant,TE,7.3,1.899999976158142,5.400000023841858,5.400000023841858
2023,11,T.J. Hockenson,TE,14.9,9.5,5.4,5.4
2024,17,Rome Odunze,WR,7.9,2.5,5.4,5.4
2025,7,CeeDee Lamb,WR,16.6,22.0,-5.399999999999999,5.399999999999999
2023,13,Rondale Moore,WR,7.0,1.600000023841858,5.399999976158142,5.399999976158142
2025,10,Kenny Gainwell,RB,7.8,2.4000000953674316,5.399999904632568,5.399999904632568
2024,15,Cole Kmet,TE,7.8,2.4000000953674316,5.399999904632568,5.399999904632568
2025,16,Javonte Williams,RB,11.7,6.300000190734863,5.399999809265136,5.399999809265136
2025,14,Jaylen Warren,RB,9.8,15.199999809265137,-5.399999809265136,5.399999809265136
2025,14,Ashton Jeanty,RB,11.2,5.800000190734863,5.399999809265136,5.399999809265136
2024,4,DeMario Douglas,WR,9.7,4.300000190734863,5.399999809265136,5.399999809265136
2024,5,Stefon Diggs,WR,8.8,14.199999809265137,-5.399999809265136,5.399999809265136
2024,9,Jahmyr Gibbs,RB,20.0,14.600000381469727,5.399999618530273,5.399999618530273
2024,5,Terry McLaurin,WR,8.0,13.399999618530273,-5.399999618530273,5.399999618530273
2024,16,Jordan Love,QB,16.87,11.479999542236328,5.390000457763673,5.390000457763673
2024,12,Kyler Murray,QB,15.69,10.300000190734863,5.389999809265136,5.389999809265136
2024,10,Kyren Williams,RB,16.57,11.199999809265137,5.370000190734864,5.370000190734864
2025,14,Lamar Jackson,QB,15.69,21.059999465942383,-5.369999465942383,5.369999465942383
2025,8,Caleb Williams,QB,17.16,11.800000190734863,5.359999809265137,5.359999809265137
2023,11,Jalen Hurts,QB,24.23,18.899999618530273,5.330000381469727,5.330000381469727
2024,15,Keenan Allen,WR,14.9,20.200000762939453,-5.300000762939453,5.300000762939453
2025,14,Saquon Barkley,RB,12.9,18.200000762939453,-5.300000762939453,5.300000762939453
2023,9,Gus Edwards,RB,11.9,17.200000762939453,-5.300000762939453,5.300000762939453
2025,12,Jauan Jennings,WR,9.8,15.100000381469727,-5.300000381469726,5.300000381469726
2024,17,Mark Andrews,TE,9.5,14.800000190734863,-5.300000190734863,5.300000190734863
2024,4,Isaiah Likely,TE,8.9,3.5999999046325684,5.300000095367432,5.300000095367432
2025,17,Kyle Pitts,TE,8.9,3.5999999046325684,5.300000095367432,5.300000095367432
2023,10,Curtis Samuel,WR,7.9,2.5999999046325684,5.300000095367432,5.300000095367432
2023,10,Saquon Barkley,RB,12.4,7.099999904632568,5.300000095367432,5.300000095367432
2024,10,Demarcus Robinson,WR,8.6,3.299999952316284,5.3000000476837155,5.3000000476837155
2025,15,Jayden Higgins,WR,6.7,1.399999976158142,5.300000023841858,5.300000023841858
2023,10,Nick Westbrook-Ikhine,WR,7.2,1.899999976158142,5.300000023841858,5.300000023841858
2023,9,Tyreek Hill,WR,17.8,12.5,5.300000000000001,5.300000000000001
2023,11,Cole Kmet,TE,10.3,5.0,5.300000000000001,5.300000000000001
2025,16,Justin Jefferson,WR,9.2,14.5,-5.300000000000001,5.300000000000001
2025,10,Jacory Croskey-Merritt,RB,8.3,3.0,5.300000000000001,5.300000000000001
2025,4,D'Andre Swift,RB,10.7,16.0,-5.300000000000001,5.300000000000001
2024,8,Tank Dell,WR,8.2,13.5,-5.300000000000001,5.300000000000001
2023,8,Nico Collins,WR,12.3,7.0,5.300000000000001,5.300000000000001
2023,13,Jahan Dotson,WR,9.6,4.300000190734863,5.299999809265136,5.299999809265136
2023,4,Tank Dell,WR,13.1,7.800000190734863,5.299999809265136,5.299999809265136
2024,6,Rashid Shaheed,WR,13.6,8.300000190734863,5.299999809265136,5.299999809265136
2024,10,Garrett Wilson,WR,14.4,9.100000381469727,5.299999618530274,5.299999618530274
2024,4,Tre Tucker,WR,10.1,15.399999618530273,-5.299999618530274,5.299999618530274
2025,12,Joe Flacco,QB,14.9,9.619999885559082,5.280000114440918,5.280000114440918
2025,17,Tyler Shough,QB,16.65,21.920000076293945,-5.270000076293947,5.270000076293947
2025,17,Shedeur Sanders,QB,14.7,9.4399995803833,5.2600004196166985,5.2600004196166985
2023,8,Austin Ekeler,RB,18.05,23.299999237060547,-5.249999237060546,5.249999237060546
2024,16,Saquon Barkley,RB,21.76,27.0,-5.239999999999998,5.239999999999998
2023,17,Patrick Mahomes,QB,17.24,12.0,5.239999999999998,5.239999999999998
2023,6,Derrick Henry,RB,14.06,19.299999237060547,-5.239999237060546,5.239999237060546
2024,9,Josh Allen,QB,16.87,22.100000381469727,-5.230000381469726,5.230000381469726
2023,15,Kyler Murray,QB,18.56,13.34000015258789,5.219999847412108,5.219999847412108
2025,4,Michael Penix Jr.,QB,13.5,18.719999313354492,-5.219999313354492,5.219999313354492
2025,14,Woody Marks,RB,10.4,15.600000381469727,-5.200000381469726,5.200000381469726
2023,10,Jake Ferguson,TE,7.4,12.600000381469727,-5.200000381469726,5.200000381469726
2024,16,Adam Thielen,WR,10.1,15.300000190734863,-5.200000190734864,5.200000190734864
