player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Jordan Whitehead,49196,S,NYJ,17,124,20.7,12.4,22,1,97.9,6,10,1,140,94,1.13
Jalen Pitre,57737,S,HST,16,60,20.0,10.0,13,0,123.6,3,6,1,58,3,0.97
Kendall Fuller,10718,CB,WAS,10,20,20.0,10.0,32,0,60.4,1,2,0,8,-1,0.4
DeMarcco Hellams,98863,S,ATL,7,20,20.0,6.7,2,0,42.4,1,3,0,1,2,0.05
Tyson Campbell,83217,CB,JAX,7,19,19.0,19.0,15,0,118.8,1,1,0,14,7,0.74
Patrick Peterson,6157,CB,PIT,17,151,18.9,9.4,25,1,47.7,8,16,0,115,68,0.76
Jaquan Brisker,101665,S,CHI,15,74,18.5,9.3,6,0,76.0,4,8,0,62,7,0.84
P.J. Locke,51189,S,DEN,10,52,17.3,6.5,10,0,67.7,3,8,0,66,32,1.27
Robert Spillane,50918,LB,LV,15,34,17.0,11.3,23,0,92.4,2,3,0,25,16,0.74
Brandon Stephens,45644,CB,BLT,9,17,17.0,8.5,3,0,89.6,1,2,0,22,4,1.29
Joey Porter Jr.,101364,CB,PIT,9,34,17.0,17.0,25,0,106.3,2,2,0,19,4,0.56
Myles Jack,10670,LB,PIT,4,17,17.0,17.0,25,0,91.7,1,1,0,6,4,0.35
Mekhi Blackmon,83036,CB,MIN,10,17,17.0,17.0,18,0,158.3,1,1,1,21,1,1.24
Leighton Vander Esch,50950,LB,DAL,5,17,17.0,17.0,9,0,104.2,1,1,0,9,2,0.53
Bryan Cook,55940,S,KC,12,82,16.4,10.3,16,0,140.6,5,8,1,90,52,1.1
Isaiah Simmons,42451,LB,NYG,15,49,16.3,16.3,21,0,108.3,3,3,0,30,26,0.61
Ji'Ayir Brown,129767,S,SF,11,48,16.0,6.9,28,1,52.7,3,7,2,25,4,0.52
Budda Baker,11791,S,ARZ,12,48,16.0,9.6,1,0,125.8,3,5,2,41,10,0.85
Dee Delaney,31078,S,TB,11,64,16.0,10.7,30,0,116.7,4,6,1,28,16,0.44
Zaven Collins,77190,ED,ARZ,8,16,16.0,8.0,1,0,79.2,1,2,0,17,2,1.06
Cameron Sutton,11850,CB,DET,15,31,15.5,7.8,11,0,95.8,2,4,0,60,33,1.94
Cam Taylor-Britt,83326,CB,CIN,9,31,15.5,6.2,7,0,95.8,2,5,1,25,4,0.81
Bobby Wagner,7050,LB,SEA,14,46,15.3,11.5,29,0,100.0,3,4,0,34,25,0.74
Jessie Bates III,49162,S,ATL,17,76,15.2,8.4,2,1,80.6,5,9,1,75,14,0.99
Elijah Campbell,49190,S,MIA,6,15,15.0,15.0,17,0,104.2,1,1,0,9,3,0.6
Jalen Thompson,49116,S,ARZ,15,240,15.0,10.0,1,1,93.4,16,24,2,146,57,0.61
Jaire Alexander,49350,CB,GB,7,15,15.0,15.0,12,0,118.8,1,1,0,18,10,1.2
Rayshawn Jenkins,11868,S,JAX,17,131,14.6,10.1,15,0,93.8,9,13,0,106,37,0.81
Fabian Moreau,11836,CB,DEN,12,29,14.5,14.5,10,0,91.7,2,2,0,12,16,0.41
Tashaun Gipson Sr.,7288,S,SF,19,159,14.5,9.9,28,0,101.0,11,16,1,80,54,0.5
Michael Carter II,60644,CB,NYJ,15,359,14.4,7.8,22,0,72.3,25,46,1,195,120,0.54
Justin Reid,49048,S,KC,20,197,14.1,7.9,16,1,52.4,14,25,0,122,66,0.62
Talanoa Hufanga,83903,S,SF,10,42,14.0,14.0,28,0,90.3,3,3,0,17,12,0.4
Carrington Valentine,53750,CB,GB,10,14,14.0,7.0,12,0,60.4,1,2,0,8,0,0.57
Jordan Hicks,9517,LB,MIN,8,14,14.0,14.0,18,0,87.5,1,1,0,5,1,0.36
Mike Hughes,34057,CB,ATL,9,138,13.8,8.6,2,0,100.5,10,16,1,98,33,0.71
Vonn Bell,10695,S,CAR,13,55,13.8,9.2,5,0,75.7,4,6,0,26,25,0.47
Justin Simmons,10732,S,DEN,14,82,13.7,8.2,10,0,117.9,6,10,3,63,0,0.77
Anthony Johnson Jr.,76736,S,GB,8,27,13.5,9.0,12,0,79.9,2,3,0,16,15,0.59
Jason Pinnock,56144,S,NYG,16,81,13.5,8.1,21,0,111.7,6,10,2,48,33,0.59
Taylor Rapp,51172,S,BUF,11,54,13.5,9.0,4,0,93.1,4,6,0,51,16,0.94
Tony Adams,55953,S,NYJ,15,148,13.5,9.9,22,2,64.4,11,15,0,147,27,0.99
Antoine Winfield Jr.,42475,S,TB,19,93,13.3,10.3,30,0,153.2,7,9,1,107,51,1.15
Dax Hill,97519,S,CIN,17,133,13.3,7.0,7,0,106.5,10,19,2,116,64,0.87
Jordan Poyer,8000,S,BUF,18,146,13.3,9.7,4,0,111.3,11,15,1,93,28,0.64
Michael Davis,12040,CB,LAC,7,13,13.0,6.5,27,0,68.8,1,2,0,12,17,0.92
Nate Landman,57788,LB,ATL,12,39,13.0,7.8,2,0,102.1,3,5,0,60,45,1.54
Malik Hooker,11770,S,DAL,13,26,13.0,13.0,9,0,118.8,2,2,0,50,27,1.92
Ifeatu Melifonwu,56203,S,DET,12,78,13.0,9.8,11,0,134.9,6,8,1,59,21,0.76
Charvarius Ward,43034,CB,SF,7,13,13.0,4.3,28,0,95.8,1,3,1,19,0,1.46
Adrian Phillips,9177,S,NE,8,13,13.0,13.0,19,0,79.2,1,1,0,2,-2,0.15
Drew Sanders,123933,LB,DEN,7,13,13.0,13.0,10,0,104.2,1,1,0,9,15,0.69
Micah Hyde,7941,S,BUF,16,142,12.9,9.5,4,0,148.6,11,15,2,165,37,1.16
Jalen Mills,10867,S,NE,17,103,12.9,6.9,19,0,62.1,8,15,0,56,56,0.54
De'Vondre Campbell,10749,LB,GB,13,115,12.8,8.2,12,0,92.6,9,14,0,124,55,1.08
Minkah Fitzpatrick,51206,S,PIT,11,89,12.7,6.4,25,0,88.4,7,14,1,70,42,0.79
Antonio Hamilton Sr.,11353,CB,ARZ,7,50,12.5,10.0,1,0,90.0,4,5,0,28,37,0.56
DaRon Bland,56158,CB,DAL,13,74,12.3,5.7,9,2,16.0,6,13,0,47,42,0.64
Cobie Durant,79126,CB,LA,11,234,12.3,9.0,26,0,104.3,19,26,0,258,80,1.1
Logan Ryan,7864,S,SF,6,73,12.2,8.1,28,0,116.7,6,9,2,42,28,0.58
Kerby Joseph,83239,S,DET,18,169,12.1,6.5,11,2,45.7,14,26,0,192,83,1.14
Grant Delpit,60685,S,CLV,13,121,12.1,11.0,8,0,107.6,10,11,0,108,53,0.89
Jeremy Chinn,43179,S,CAR,12,85,12.1,9.4,5,0,147.2,7,9,1,94,63,1.11
Marshon Lattimore,11766,CB,NO,7,12,12.0,6.0,20,0,95.8,1,2,0,34,16,2.83
Martin Emerson Jr.,97872,CB,CLV,6,12,12.0,12.0,8,0,87.5,1,1,0,5,0,0.42
Jay Ward,98833,S,MIN,2,12,12.0,12.0,18,0,158.3,1,1,1,25,22,2.08
Jalyn Armour-Davis,83120,CB,BLT,2,12,12.0,12.0,3,0,112.5,1,1,0,11,7,0.92
Jamien Sherwood,83175,LB,NYJ,8,12,12.0,12.0,22,0,100.0,1,1,0,8,1,0.67
Eric Murray,10740,S,HST,4,12,12.0,6.0,13,0,89.6,1,2,0,22,10,1.83
Ugo Amadi,49352,CB,NO,7,36,12.0,6.0,20,0,56.3,3,6,0,16,25,0.44
Markquese Bell,56033,LB,DAL,15,47,11.8,6.7,9,0,80.1,4,7,0,51,51,1.09
Cam Lewis,49395,S,BUF,10,59,11.8,7.4,4,0,127.1,5,8,1,64,8,1.08
A.J. Parker,55983,CB,CAR,1,23,11.5,11.5,5,0,95.8,2,2,0,14,5,0.61
Marcus Williams,11797,S,BLT,12,92,11.5,7.1,3,0,119.9,8,13,3,84,62,0.91
E.J. Speed,94351,LB,IND,16,80,11.4,7.3,14,0,68.0,7,11,0,34,16,0.43
Eric Garror,83274,CB,TEN,6,79,11.3,5.6,31,0,81.0,7,14,1,45,11,0.57
Nick Scott,49012,S,CIN,12,56,11.2,8.0,7,0,148.2,5,7,1,79,23,1.41
Tre'von Moehrig,77847,S,LV,17,100,11.1,8.3,23,0,146.2,9,12,2,121,87,1.21
Jerry Jacobs,83025,CB,DET,7,11,11.0,11.0,11,0,87.5,1,1,0,5,1,0.45
Justin Evans,11805,S,PHI,3,22,11.0,4.4,24,0,99.2,2,5,1,29,16,1.32
D.J. Reed,26940,CB,NYJ,7,11,11.0,11.0,22,0,118.8,1,1,0,35,8,3.18
Jordan Fuller,45326,S,LA,17,87,10.9,5.8,26,0,69.6,8,15,0,83,57,0.95
Lavonte David,7060,LB,TB,16,76,10.9,6.9,30,0,87.3,7,11,0,85,50,1.12
Jamin Davis,57905,LB,WAS,13,54,10.8,7.7,32,0,93.8,5,7,0,54,38,1.0
Elijah Molden,56290,S,TEN,15,119,10.8,8.5,31,0,106.0,11,14,1,52,60,0.44
Jamal Adams,11761,S,SEA,9,106,10.6,7.6,29,0,87.8,10,14,0,88,31,0.83
Taron Johnson,49511,CB,BUF,19,510,10.6,7.8,4,0,103.9,48,65,3,389,201,0.76
Tyrique Stevenson,97562,CB,CHI,10,21,10.5,10.5,6,0,118.8,2,2,0,47,16,2.24
Daryl Worley,10711,S,BLT,3,21,10.5,7.0,3,0,82.6,2,3,0,18,11,0.86
Kyle Hamilton,102684,S,BLT,17,303,10.4,5.8,3,1,59.5,29,52,1,148,119,0.49
Devon Witherspoon,101388,CB,SEA,12,260,10.4,7.2,29,1,84.8,25,36,1,235,131,0.9
Chandon Sullivan,49349,CB,PIT,18,207,10.4,6.9,25,1,82.1,20,30,1,196,74,0.95
Ja'Sir Taylor,55426,CB,LAC,13,301,10.4,6.4,27,1,74.5,29,47,0,337,168,1.12
Rudy Ford,11963,S,GB,9,62,10.3,4.8,12,1,49.8,6,13,1,49,27,0.79
Essang Bassey,45258,CB,LAC,11,185,10.3,8.4,27,0,121.6,18,22,1,210,138,1.14
Terrel Bernard,57739,LB,BUF,14,31,10.3,10.3,4,0,101.4,3,3,0,25,32,0.81
Quay Walker,82547,LB,GB,15,31,10.3,7.8,12,0,89.6,3,4,0,24,7,0.77
Andrew Van Ginkel,30267,ED,MIA,14,41,10.3,6.8,17,0,75.7,4,6,0,26,6,0.63
Bradley Roby,8666,CB,PHI,10,217,10.3,6.0,24,0,67.8,21,36,0,148,100,0.68
Russ Yeast,55629,S,LA,17,133,10.2,6.7,26,0,112.3,13,20,1,189,97,1.42
Justin Bethel,7654,CB,MIA,7,61,10.2,8.7,17,0,137.8,6,7,2,53,19,0.87
Shaun Wade,55673,CB,NE,9,20,10.0,10.0,19,0,110.4,2,2,0,21,1,1.05
Micah McFadden,81246,LB,NYG,8,10,10.0,10.0,21,0,95.8,1,1,0,7,10,0.7
Johnathan Abram,34646,S,NO,6,20,10.0,10.0,20,0,118.8,2,2,0,53,49,2.65
Kevon Seymour,10852,CB,BLT,2,10,10.0,5.0,3,0,56.3,1,2,0,1,2,0.1
Devin White,43089,LB,TB,13,20,10.0,10.0,30,0,100.0,2,2,0,16,7,0.8
Corey Ballentine,83833,CB,GB,6,10,10.0,2.5,12,1,0.0,1,4,0,6,0,0.6
Jevon Holland,83873,S,MIA,12,79,9.9,7.2,17,0,83.1,8,11,0,54,32,0.68
Brian Branch,123907,CB,DET,18,406,9.9,6.4,11,2,94.8,41,63,5,382,186,0.94
Patrick Queen,57941,LB,BLT,19,79,9.9,7.2,3,0,97.9,8,11,0,93,30,1.18
Xavier McKinney,55775,S,NYG,17,98,9.8,7.5,21,2,54.2,10,13,0,86,99,0.88
Danny Johnson,49379,CB,WAS,6,127,9.8,7.5,32,0,157.1,13,17,2,214,159,1.69
Trent McDuffie,72191,CB,KC,20,420,9.8,6.1,16,0,90.0,43,69,2,436,194,1.04
Kamren Curl,55800,S,WAS,16,117,9.8,6.5,32,0,112.0,12,18,1,155,69,1.32
Deommodore Lenoir,55686,CB,SF,16,280,9.7,7.0,28,1,93.5,29,40,1,318,200,1.14
Ja'Quan McMillian,100931,CB,DEN,15,385,9.6,5.9,10,2,109.7,40,65,8,461,256,1.2
Kader Kohou,156070,CB,MIA,16,424,9.6,8.7,17,0,129.0,44,49,4,413,196,0.97
Garrett Williams,99723,CB,ARZ,9,191,9.6,6.8,1,1,82.3,20,28,1,159,99,0.83
DeShon Elliott,28854,S,MIA,15,76,9.5,6.3,17,0,109.7,8,12,2,35,27,0.46
Zach Cunningham,11812,LB,PHI,13,57,9.5,5.7,24,0,117.5,6,10,1,77,57,1.35
Stephon Gilmore,7016,CB,DAL,15,38,9.5,5.4,9,0,105.4,4,7,1,27,9,0.71
Marcus Epps,51391,S,LV,16,76,9.5,8.4,23,0,113.9,8,9,0,102,69,1.34
Andrew Wingard,49268,S,JAX,8,19,9.5,9.5,15,0,112.5,2,2,0,22,4,1.16
Antonio Johnson,124326,CB,JAX,8,76,9.5,6.3,15,1,41.0,8,12,0,52,32,0.68
Ernest Jones,81399,LB,LA,12,37,9.3,6.2,26,0,91.7,4,6,0,49,37,1.32
Jamel Dean,34918,CB,TB,13,28,9.3,5.6,30,0,143.8,3,5,1,86,43,3.07
Cameron Mitchell,97340,CB,CLV,14,149,9.3,6.8,8,0,92.0,16,22,0,155,75,1.04
Derrick Barnes,58120,LB,DET,14,37,9.3,9.3,11,0,118.8,4,4,0,94,90,2.54
C.J. Gardner-Johnson,49371,S,DET,6,28,9.3,9.3,11,0,95.8,3,3,0,21,3,0.75
Harrison Smith,7641,S,MIN,17,102,9.3,5.4,18,0,70.1,11,19,0,90,69,0.88
Byron Young,146932,ED,LA,15,28,9.3,7.0,26,0,81.3,3,4,0,16,11,0.57
Xavier Woods,11946,S,CAR,14,74,9.3,6.7,5,2,45.5,8,11,0,59,45,0.8
John Johnson III,11847,S,LA,12,55,9.2,6.1,26,0,116.0,6,9,1,46,13,0.84
Benjamin St-Juste,56061,CB,WAS,16,229,9.2,6.4,32,0,99.2,25,36,1,259,144,1.13
Byron Murphy Jr.,44027,CB,MIN,14,181,9.1,6.2,18,1,124.1,20,29,3,309,164,1.71
Cam Jones,81244,LB,KC,1,9,9.0,9.0,16,0,100.0,1,1,0,8,-1,0.89
Asante Samuel Jr.,76625,CB,LAC,3,18,9.0,6.0,27,0,109.7,2,3,0,43,18,2.39
Sione Takitaki,12666,LB,CLV,5,9,9.0,3.0,8,1,2.8,1,3,0,6,0,0.67
Arthur Maulet,12224,CB,BLT,16,279,9.0,5.7,3,1,88.7,31,49,1,419,255,1.5
Demetrius Flannigan-Fowles,49231,LB,SF,5,9,9.0,4.5,28,0,56.3,1,2,0,5,9,0.56
Kindle Vildor,49346,CB,DET,5,9,9.0,9.0,11,0,158.3,1,1,1,38,21,4.22
Nic Jones,97327,CB,KC,2,36,9.0,7.2,16,0,103.3,4,5,0,44,18,1.22
Chris Lammons,49368,CB,IND,1,36,9.0,6.0,14,0,86.1,4,6,0,41,15,1.14
Andrew Booth Jr.,99744,CB,MIN,5,9,9.0,9.0,18,0,100.0,1,1,0,8,5,0.89
Paulson Adebo,52280,CB,NO,13,27,9.0,3.4,20,0,46.4,3,8,0,25,0,0.93
Jimmie Ward,8665,S,HST,10,117,9.0,7.3,13,1,69.3,13,16,0,110,65,0.94
Darius Slay,7817,CB,PHI,9,27,9.0,4.5,24,0,84.0,3,6,0,58,27,2.15
Rodney McLeod,7271,S,CLV,9,27,9.0,5.4,8,0,71.3,3,5,0,23,18,0.85
Amani Hooker,51378,S,TEN,13,188,9.0,7.2,31,1,135.3,21,26,3,288,146,1.53
Kyler Gordon,83451,CB,CHI,13,339,8.9,6.3,6,2,83.6,38,54,2,336,153,0.99
Richie Grant,43196,S,ATL,17,107,8.9,5.9,2,0,110.2,12,18,1,147,31,1.37
Myles Bryant,43336,CB,NE,17,372,8.9,6.9,19,1,102.0,42,54,2,398,198,1.07
Darnell Savage,34247,S,GB,12,80,8.9,7.3,12,0,137.3,9,11,2,82,37,1.03
Jayron Kearse,10878,S,DAL,17,123,8.8,6.5,9,0,91.6,14,19,0,128,46,1.04
Christian Izien,83360,CB,TB,19,414,8.8,6.9,30,2,105.6,47,60,4,441,273,1.07
Azeez Al-Shaair,49792,LB,TEN,13,35,8.8,7.0,31,0,91.7,4,5,0,30,19,0.86
Grayland Arnold,43528,CB,HST,4,70,8.8,7.0,13,0,95.4,8,10,0,69,32,0.99
Tracy Walker III,51266,S,DET,11,70,8.8,6.4,11,0,122.3,8,11,3,53,16,0.76
Eli Ricks,124109,CB,PHI,13,114,8.8,5.0,24,0,114.8,13,23,2,202,110,1.77
Kenneth Murray Jr.,58099,LB,LAC,14,44,8.8,6.3,27,0,100.3,5,7,0,65,20,1.48
Derwin James Jr.,51368,S,LAC,16,150,8.8,7.1,27,0,128.2,17,21,1,230,109,1.53
Trenton Thompson,43455,S,PIT,5,26,8.7,5.2,25,1,32.5,3,5,0,24,16,0.92
Andre Cisco,76641,S,JAX,12,52,8.7,6.5,15,0,153.1,6,8,1,94,54,1.81
Artie Burns,10659,CB,SEA,8,139,8.7,6.6,29,0,99.3,16,21,0,170,98,1.22
Kenny Moore II,51596,CB,IND,16,429,8.6,6.8,14,2,96.3,50,63,3,408,264,0.95
Marcus Maye,11794,S,NO,7,43,8.6,6.1,20,1,55.4,5,7,0,56,55,1.3
Jourdan Lewis,11846,CB,DAL,17,395,8.6,5.8,9,0,112.9,46,68,4,569,268,1.44
Carlton Davis III,49335,CB,TB,13,43,8.6,4.8,30,0,82.6,5,9,0,74,32,1.72
Greg Newsome II,83341,CB,CLV,14,240,8.6,5.6,8,0,89.0,28,43,1,257,145,1.07
Nick McCloud,49535,CB,NYG,9,17,8.5,5.7,21,0,112.5,2,3,1,11,6,0.65
Dennis Gardeck,66928,ED,ARZ,15,34,8.5,5.7,1,0,70.1,4,6,0,13,26,0.38
Ronnie Hickman Jr.,97702,S,CLV,8,17,8.5,8.5,8,0,79.2,2,2,0,3,7,0.18
Darius Rush,84416,CB,PIT,2,17,8.5,8.5,25,0,118.8,2,2,0,35,6,2.06
James Bradberry,10696,CB,PHI,13,94,8.5,6.3,24,0,121.2,11,15,1,129,36,1.37
Tyler Hall,43958,CB,LV,8,84,8.4,6.5,23,0,114.3,10,13,1,70,55,0.83
Mike Edwards,51282,S,KC,18,76,8.4,6.3,16,0,110.1,9,12,0,131,35,1.72
K'Von Wallace,42467,S,TEN,12,84,8.4,5.3,31,1,76.6,10,16,1,106,46,1.26
Mike Hilton,10898,CB,CIN,17,396,8.4,6.0,7,1,81.9,47,66,0,424,222,1.07
Jabrill Peppers,11780,S,NE,15,75,8.3,5.4,19,1,42.3,9,14,0,55,44,0.73
Germaine Pratt,29407,LB,CIN,15,50,8.3,7.1,7,0,97.0,6,7,0,51,36,1.02
Quentin Lake,56245,CB,LA,15,266,8.3,5.5,26,0,91.8,32,48,2,234,84,0.88
Nik Needham,50356,CB,MIA,10,50,8.3,6.3,17,0,87.5,6,8,0,44,13,0.88
Alex Anzalone,11831,LB,DET,19,98,8.2,6.5,11,0,91.1,12,15,0,88,33,0.9
Julian Love,51081,S,SEA,16,106,8.2,5.0,29,2,74.4,13,21,1,224,79,2.11
Roger McCreary,83176,CB,TEN,15,351,8.2,5.9,31,0,90.2,43,59,0,388,247,1.11
Tyrann Mathieu,7850,S,NO,15,57,8.1,4.1,20,1,65.5,7,14,1,93,82,1.63
Terrell Burgess,45255,S,WAS,3,16,8.0,8.0,32,0,118.8,2,2,0,32,10,2.0
Joe Tryon-Shoyinka,58272,ED,TB,7,8,8.0,8.0,30,0,104.2,1,1,0,9,5,1.13
Miles Killebrew,10745,S,PIT,7,24,8.0,4.8,25,0,97.9,3,5,0,55,7,2.29
Kaevon Merriweather,83257,S,TB,4,8,8.0,8.0,30,0,79.2,1,1,0,1,7,0.13
C.J. Mosley,8652,LB,NYJ,14,24,8.0,8.0,22,0,111.1,3,3,0,32,20,1.33
Marte Mapu,56159,S,NE,7,24,8.0,6.0,19,0,116.7,3,4,0,64,56,2.67
K.J. Britt,57727,LB,TB,5,8,8.0,8.0,30,0,118.8,1,1,0,20,20,2.5
Isaiah Pola-Mao,60781,S,LV,3,8,8.0,4.0,23,0,56.3,1,2,0,2,2,0.25
Kaden Elliss,51485,LB,ATL,15,55,7.9,6.1,2,0,91.2,7,9,0,53,50,0.96
Keisean Nixon,56167,CB,GB,19,516,7.9,6.1,12,1,96.6,65,84,1,626,297,1.21
Alex Singleton,9994,LB,DEN,17,55,7.9,5.5,10,0,78.3,7,10,0,43,31,0.78
Quan Martin,83236,S,WAS,12,119,7.9,6.3,32,1,123.9,15,19,2,201,118,1.69
Amik Robertson,55619,CB,LV,10,63,7.9,4.5,23,0,98.8,8,14,1,85,59,1.35
David Long Jr.,29367,LB,MIA,18,132,7.8,6.3,17,0,105.4,17,21,0,195,84,1.48
Brandon Jones,43049,S,MIA,10,31,7.8,6.2,17,0,81.7,4,5,0,18,12,0.58
Roquan Smith,50892,LB,BLT,17,47,7.8,6.7,3,0,86.3,6,7,0,33,35,0.7
Mykal Walker,57834,LB,PIT,8,31,7.8,6.2,25,0,100.8,4,5,0,41,22,1.32
Tre Herndon,50380,CB,JAX,15,320,7.8,6.2,15,0,121.6,41,52,3,446,235,1.39
Cor'Dale Flott,98834,CB,NYG,14,279,7.8,5.0,21,1,93.5,36,56,3,368,253,1.32
Damontae Kazee,11904,S,PIT,13,39,7.8,5.6,25,0,153.3,5,7,2,113,25,2.9
Willie Gay,57987,LB,KC,16,39,7.8,5.6,16,0,83.0,5,7,0,36,20,0.92
J.C. Jackson,42781,CB,NE,10,31,7.8,4.4,19,0,101.5,4,7,0,87,40,2.81
Logan Wilson,29623,LB,CIN,15,54,7.7,5.4,7,0,122.5,7,10,1,69,23,1.28
Drue Tranquill,51276,LB,KC,12,23,7.7,5.8,16,0,86.5,3,4,0,21,17,0.91
Jalen Davis,50431,CB,CIN,6,23,7.7,4.6,7,0,122.5,3,5,1,37,3,1.61
Kevin Byard,10698,S,PHI,17,161,7.7,6.0,24,0,108.6,21,27,1,192,81,1.19
Zaire Franklin,49834,LB,IND,15,46,7.7,5.8,14,0,149.0,6,8,1,86,48,1.87
Coby Bryant,55088,S,SEA,5,46,7.7,6.6,29,0,102.4,6,7,0,60,19,1.3
Jordyn Brooks,50851,LB,SEA,15,53,7.6,5.9,29,0,97.2,7,9,0,66,46,1.25
Jonathan Owens,66930,S,GB,16,84,7.6,6.0,12,0,98.2,11,14,0,106,51,1.26
Nicholas Morrow,51674,LB,PHI,15,75,7.5,5.0,24,0,102.9,10,15,0,163,72,2.17
Geno Stone,55967,S,BLT,18,82,7.5,5.5,3,1,65.4,11,15,0,108,66,1.32
DJ Turner II,101376,CB,CIN,16,45,7.5,4.1,7,0,94.5,6,11,0,124,53,2.76
Isaiah McDuffie,57754,LB,GB,12,59,7.4,6.6,12,0,105.6,8,9,0,84,53,1.42
Juanyeh Thomas,76655,S,DAL,8,29,7.3,4.1,9,0,103.6,4,7,1,24,22,0.83
Siran Neal,27130,CB,BUF,6,29,7.3,4.8,4,0,87.5,4,6,0,43,7,1.48
Theo Jackson,62919,S,MIN,8,36,7.2,7.2,18,0,91.7,5,5,0,30,14,0.83
Troy Hill,9881,CB,CAR,16,238,7.2,5.0,5,1,108.8,33,48,4,349,199,1.47
Jordan Howden,83305,S,NO,11,43,7.2,6.1,20,0,101.8,6,7,0,59,14,1.37
Christian Elliss,61853,LB,NE,3,7,7.0,7.0,19,0,118.8,1,1,0,25,14,3.57
Will Harris,51336,CB,DET,7,77,7.0,5.1,11,1,74.3,11,15,0,140,42,1.82
